"77","Confesso que aquilo me dava um prazer quase que desconhecido, era uma delicia sentir nossas línguas se encostando enquanto ele apertava meus seios.","1","3"
"78","Ele insinuou que eu poderia estar grávida, eu disse que isso, nem pensar, pois eu tomava anticoncepcional.","0","2"
"79","Queria tanto que as coisas tivessem sido diferentes, mas infelizmente o senhor mudou o rumo de nossas vidas para sempre.","-1","2"
"80","Não deixou nada para o meu futuro, você esqueceu de mim como se eu nunca tivesse existido.","-1","3"
"81","Mas tudo bem, agora eu percebi que nunca precisei de você para nada pois até quando eu sentia falta de você e eu chorava.","-1","2"
"82","Passei a não sentir mais a tua falta passei a não chorar mais por você pois o amor de minha mãe me preenchia e afogava toda a minha dor.","-1","2"
"83","Nunca devemos esquecer de que somos nós os arquiteto do nosso próprio destino cada um tem o seu livre arbítrio de seguir a sua vida como quer.","0","3"
"84","Espero que seja muito feliz,que tenha uma velhice tranqüila seja sadio para cuidar de seus filhos eles precisam de você.","1","2"
"85","Não to aguentando mais segurar isso comigo.","-1","3"
"86","É muito triste saber que tenho uma irmã que me fez namorar um menino gay simplesmente pra abafar o romance dele com o meu sobrinho de 15 anos.","-1","3"
"87","É mais triste ainda saber que ela me pressionava a perder a virgindade com ele, apoiava meu namoro, deixou eu me envolver até que me apaixonasse fortemente por ele.","-1","3"
"88","To cansada de brigar com a minha mae, dela nunca estar do meu lado.","-1","3"
"89","O pior de tudo , foi q ele terminou comigo, alegando que eu não podia ficar ate as 4 da manha na rua ","-1","3"
"90","Esta noite a lua está tão linda, tão perfeita, uma obra prima de Deus.","1","3"
"91","Sempre gostei de admirar o céu, de olhar as estrelas, entender o mistério que há lá em cima e quando olho a lua, ah lua!","1","3"
"92","Ela me recorda tantas coisas lindas, é como se ela fosse cúmplice dos amantes, dos apaixonados e às vezes fico a observá-la e sinto uma paz muito boa.","1","3"
"93","Obrigada Deus por fazer tudo isso pra mim.","1","3"
"94","Te amo muito meu Pai!","1","3"
"95","O meu namorado não tem estilo nenhum, me ajudem?","-1","2"
"96","Gente eu sempre ando bem arrumada, cheirosa, maquiada do lado do meu namorado, nunca fiz ele passar vergonha em lugar nenhum.","0","2"
"97","O povo até olha e não acredita que somos namorados.","0","3"
"98","Eu hoje estava vindo trabalhar de tomara que caia todo florido de salto bem alto, um coletinho de renda, maquiada de acordo com a roupa com um brinco de perola caidinho de rayban.","0","3"
"99","E meu namorado estava de bermuda jeans, uma polo, e um tênis da oakley que o pé esquerdo esta sem cadarço, todo rasgado, sujo.","-1","2"
"100","É um nojo, ai eu peguei o ônibus da empresa e quando subi ele tiro um braço da blusa sabe e depois ia tirar o resto da camisa.","-1","3"
"101","Que vergonha que eu passei no ônibus, ele todo maloqueiro.","-1","3"
"102","Eu comprei uma camisa gola V vermelha com zíper pra ele.","0","3"
"103","Hoje é o meu aniversário.","0","2"
"104","Já comecei mal o dia.","-1","3"
"105","Minha mãe não lembrou, poucas pessoas lembraram.","-1","2"
"106","E meu pai, com certeza não vai lembrar.","-1","2"
"107","Sei la, a cada dia que passa eu desejo menos estar aqui.","-1","3"
"108","Ano passado foi tudo muito ""perfeito"" e esse ano, nenhum pouco.","-1","2"
"109","Quem eu mais esperei que fosse lembrar, não lembrou.","-1","2"
"110","Eu só quero que esse dia acabe logo.","-1","3"
"111","Eu cheguei da escola ontem normal almocei e eu estava com o fone de ouvido no ultimo volume.","0","3"
"112","A minha prima de 4 anos estava na sala conversando com minha mãe ai eu simplesmente terminei e fui pra sala.","0","3"
"113","É tão dificil assim ela me amar, porque ela falo que eu não vou fazer diferença a unica coisa que eu queria era ser amiga da minha mãe mas ela me impede isso.","-1","3"
"114","Acho que não vou passar pro ITB, muito menos pra FIEB.","-1","3"
"115","Na do ITB eu acho que acertei umas 35, de 50.","0","3"
"116","Nunca me arrependi tanto, duvido que eu vou passar com esses acertos, pra passar em Edificações tem que acertar de 40 pra cima.","-1","3"
"117","Com certeza eu não vou ser uma das 24 pessoas que mais acertaram!","-1","2"
"118","Vou morrer de vergonha quando o resultado sair!","-1","3"
"119","Todo mundo fica falando que eu já passei, mas eles não se tocam que eu escolhi o curso mais concorrido!","0","2"
"120","To muito mal, eu devia ter ouvido meu professor de matemática e escolhi um cursinho qualquer.","-1","3"
"121","Na da FIEB tenho menos chances ainda.","-1","3"
"122","odo mundo fica falando que eu vou passar mas eu sei que não.","-1","3"
"123","Quarta feira à noite sai o gabarito, aí eu vou saber quantas eu acertei.","0","3"
"124","E dia 22 à noite sai a lista dos convocados, 28 a segunda lista, e depois, se houver, ainda tem a lista de vagas remanescentes.","0","3"
"125","Mas eu acho que nem na de remanescentes eu vou estar.","-1","3"
"126","Era muita gente, tenho certeza que os 24 que entrarem vão ter gabaritado a prova!","0","3"
"127","Mas não é por isso se sente necessidade de viver anunciando suas qualidades.","0","2"
"128","Prefere a discrição, ficar quieto, observando e tomando suas próprias conclusões.","0","3"
"129","Preocupa-se muito pouco com a opinião alheia.","0","3"
"130","Tem uma grande sensualidade e sabe como explora-la muito bem.","1","2"
"131","Tende a ser ciumento e possessivo, o que é um grande defeito.","-1","3"
"132","Seria bom tomar cuidado com certas manias.","0","2"
"133","Pensei muito hoje em tudo que voces falaram pra mim.","0","3"
"134","Minha insônia atingiu um nível crítico e finalmente eu resolvi ir para o psiquiatra pra ver o que ele podia fazer.","-1","2"
"135","Entrei lá decidida que só sairia com algum outro remédio além do antidepressivo.","-1","2"
"136"," Ele me receitou zolpidem, um hipnótico, pra me ajudar a dormir.","0","3"
"137","Apesar de ser tarja vermelha, não vou poder usar ele mais do que dois meses, por causa da dependência.","0","2"
"139","Passei um bom tempo refletindo se iria tomar ou não, como se aquilo fosse um veneno ou algo do tipo.","0","2"
"140","Eu e meu medo de tomar remédios novos, com medo de me dar alguma reação colateral ou algo do gênero.","-1","3"
"141","Mas foi tranquilo. Deitei e dormi feito um bebê, das duas vezes que eu tomei.","1","3"
"142","E quando eu acordo, não passo o dia feito lesa.","1","2"
"143","Acordo bem mais disposta.","1","3"
"144","Amei o remédio até agora.","1","3"
"145","Semana passada transei com meu namorado na casa dele.","0","2"
"146","Ele, como eu previa, não tinha camisinha, e eu me recusei a transar daquele jeito.","-1","2"
"147","Aí ele disse que a gente fazia outro dia.","0","3"
"148","Eu insisti e eu mesma fui comprar a camisinha na farmácia.","0","3"
"149","Fiquei meio constrangida, mas valeu a pena.","0","2"
"150","De vez em quando temos nossas briguinhas, mas eu amo ele.","1","2"
"151","Sei la, é uma relação estranha.","-1","2"
"152","Eu mudo muito meus sentimentos em relação a ele.","0","3"
"153","Ás vezes parece que eu não sinto nada por ele, quando a gente briga.","-1","2"
"154","Mas tem hora que parece que vou explodir de tanto amor.","1","2"
"155","E ele percebe isso, como eu fico fria com a menor briguinha.","-1","2"
"156","Quanto aos sintomas do TOC, continuam bem chatinhos.","-1","2"
"157","O pensamento ' eu quero me matar' aparece com muita frequência.","-1","2"
"158","E já até andei me machucando de levinho novamente, apesar de nunca ter parado, a rigor.","-1","3"
"159","Grito dezenas de vezes durante o dia.","-1","2"
"160","A compulsão por doces continua, me dá uma aliviada momentânea.","1","2"
"161","Até cheirar cola já pensei em fazer, na verdade foi uma coisa mais simbólica do meu desespero, sabia que não ia adiantar em nada.","-1","2"
"162","E foi daquelas colas de isopor mesmo, e já tava sequinha.","0","2"
"163","Mas apesar de todas essas coisas, às vezes esqueço de tudo que to passando e me sinto tão bem.","1","2"
"164","O antidepressivo tem sua parcela de contribuição, mas não é só ele.","0","2"
"165","Não acho minha vida uma desgraça, apesar do TOC, autoestima baixa, ansiedade, insônia, pânico, problemas familiares.","0","2"
"166","E por falar nisso, segunda que vem começam minhas aulas na faculdade.","0","3"
"167","As matérias são chatinhas, mas pelo menos a carga horária é menor.","0","3"
"168","A maioria das aulas são de manhã, ou seja, tenho que acordar cedo.","0","2"
"169","Por um lado vai ser bom porque não vou ter que escutar minha mãe gritando no trânsito, o que ja ajuda muito.","1","3"
"170","Hoje prestes a fazer 30 anos, resolvi por um fim nas minhas gordurinhas e levantar a minha autoestima.","1","2"
"171","Tenho a estatura de 1,57 cm e 60 kg.","0","3"
"172","Ja estou no limite para chegar a cima do peso.","0","2"
"173","Oi Querido Diário, estava com saudades de você, não estava escrevendo muito aqui porque minhas férias estavam sendo o maior tédio e eu não tinha muito o que escrever, mas agora começaram as aulas e eu vou voltar a escrever!","0","3"
"174","Bom meu primeiro dia de aula ja começou com dois professores novos.","0","3"
"175","No primeiro horário Ricardo, com matemática e geometria , ja no segundo Kairton com gramática, interpretação e redação.","0","3"
"176","Na aula do Ricardo nós revisamos algumas coisas do ano passado e ele passou um dever de casa, eu gostei dele, ele é engraçado!","1","3"
"177","Na aula do Kairton revisamos também, porém a parte que eu mais gostei foi quando nós fomos avaliar a música.","1","3"
"178","Nós fomos avaliar a música que era aquela música da Legião Urbana, Pais e Filhos, nossa super amo essa música.","1","3"
"179"," Eu ouvi tudo e fiquei muito orgulhosa de mim mesma!","1","3"
"180","E oba, ele ja decorou meu nome, aquela chata da Aline ficou morrendo de inveja, eu to gostando dos professores novos, e principalmente o Kairton.","1","3"
"181","Não, agora você tá ótima!","1","3"
"182","Pois bem, eu vi ele, ele me viu, mas não falou comigo.","0","2"
"183","Não vou falar da tragédia de Santa Maria, pois só em pensar me da vontade de chorar, bom vou terminar agora, depois da escola eu venho contar mais!","-1","3"
"184","Parece que sempre sigo o caminho mais complicado, estou cansada de ser tudo tao dramático.","-1","3"
"185","Meu mundo, meus dramas.","-1","2"
"186","Ver vc sair poderia ter sido mais um, mas nao é isso o que está acontecendo.","0","3"
"187","Penso em você o tempo inteiro, e meu coração doi ao imaginar o que você está fazendo.","-1","3"
"188","Todos os momentos que eu estou perdendo com você.","-1","3"
"189","Eu me sinto fraca e sufocada pelo meu próprio coração.","-1","3"
"190","Acho que ele prefere você, e não a minha razão.","-1","2"
"191","Sem você eu me sinto sem asas, incapaz de voar.","-1","3"
"192","Uma amiga minha já tinha consciência de que eu gostava do meu amigo.","0","3"
"193","Hoje, na véspera de feriado, ela estava, por coincidência, no mesmo grupo que ele, e resolveu perguntar se ele gostava de mim, mas ele disse que só como amiga.","0","3"
"194","Mas aí ela começou a falar que eu gostava dele e por fim, elogiou os olhos verdes.","0","2"
"195","Esse garoto não é metido, é super gente boa, mas de uns tempos pra cá eu me apaixonei por ele.","1","2"
"196","Ele provavelmente vai falar comigo, pelo facebook.","0","2"
"197","Será que ele vai começar a me analisar?","0","3"
"198","Eu particularmente não vou ligar se ele falar que só me quer como amiga, tá de boa, mas eu só não quero que ele me trate pior.","-1","2"
"199"," Ainda mais que tudo que tá acontecendo ultimamente está me levando pra perto dele.","0","2"
"200","Gente eu tenho 13 anos e eu nunca beijei em toda a minha VIDA.","0","2"
"201","E o pior de tudo é q eu nuca fui de falar muito com os meninos e também eu não me considero uma pessoa muito bonita.","-1","3"
"202","Eu era uma criança muito tímida, me lembro que a turma inteira fazia bagunça e eu ficava ali no canto, sozinho sem conversar com ninguém.","-1","2"
"203","Sempre foi bem difícil eu me enturmar com as pessoas.","-1","3"
"204","A miserável vida do Paulo Anderson.","-1","3"
"205","Quantas tristezas e decepções eu já passei nessa vida não é mesmo, ainda bem que eu escrevo só pra mim mesmo, pois só eu mesmo sei de tudo que eu já passei, nunca quis compartilhar minha merda de vida com ninguém.","-1","3"
"206","Minha vida é um sofrimento interno e eterno.","-1","3"
"207","Nunca passei fome e nem tive doença, agradeço a Deus por ter meus dois olhos,","1","3"
"208","Me refugiei dentro da umbanda com meus guias e guias dos outros.","0","2"
"209","Foram tantas dificuldades, tantos mistérios, tantas perguntas sem explicação.","-1","3"
"210","Já perdi as contas de quantos modos eu já tentei descobri a verdade.","0","2"
"211","Terreiros errados, guias errados, falta de educação com as pessoas, responsabilidade, falta de atitude, falta de sorte, falta de sair de casa, falta de correr atrás, punheta excessiva, cartas, tarô, trabalhos de aberturas.","-1","3"
"212","Em quantos motivos eu já pensei para ser a razão do meu sofrimento, e até hoje eu não havia encontrado a resposta!","-1","2"
"213","Hoje com 21 anos, como que por auxilio lá do auto, começei a ver nessa semana relatos de pessoas que foram curadas atráves da terapia de vidas passadas.","0","2"
"214","sintomas que eu sempre sofri como timidez, depressão, isolamento, mediunidade mal orientada, brigas com famílias, carência afetiva e vida profissional, tentei buscar alguma forma de uma auto regressão mais não achei.","-1","2"
"215","Então resolvi procurar no Google alguma clinica que fazia terapia de vidas passadas em Goiânia, até então eu nem sabia que existia isso aqui, só tinha visto pela televisão.","0","3"
"216","Encontrei o blog da Crisanne Braga, uma ótima terapeuta holística daqui da cidade, li algumas matéria no blog dela e entrei em contato querendo saber os valores.","0","2"
"217","Hoje foi minha primeira sessão, a terapeuta me causou uma boa impressão.","1","3"
"218","A gente conversou e logo eu familiarizei com ela, achei que não teria coragem de contar os meus problemas pra uma desconhecida, mais consegui falar sobre tudo com ela.","1","3"
"219","Durante um momento de descontração e risos, eu tive um momento muito estranho, senti um espírito próximo de mim e de repente eu tive uma sensação de que eu já havia estado naquela clínica ali antes.","0","2"
"220","TODA VEZ QUE MEU CUNHADO VEM EM CASA ELE DÁ UM GEITO DE FICAR SOZINHO COMIGO. ","-1","2"
"221","HOJE COMO TÁ CHOVENDO EU FIQUEI DEITADA NA CAMA, POIS ELE VEIO DE MANSINHO E SENTOU AO MEU LADO, ATÉ AI TUDO BEM.","0","3"
"222","SÓ QUE ELE COMECOU A DESVIAR O OLHAR DA TV PRA MIM, EU FINGIA QUE NÃO VIA E CONTINUAVA FOCADA NA TV.","-1","2"
"223","ELE ENTÃO COMEÇOU A ENFIAR A MÃO POR DEBAIXO DA COBERTA PRA TENTAR ME TOCAR.","-1","2"
"224","CLARO QUE NÃO DEIXEI... QUE ÓDIO, SERÁ QUE MINHA IRMÃ NÃO VE QUE ELE NÃO PRESTA.","-1","3"
"225","AI ME LEVANTEI E FUI LA FORA, POIS NÃO DEMOROU MUITO E ELE FOI ATRÁZ, FICOU ME PERGUNTANDO ATÉ QUE HORAS EU TRABALHAVA.","-1","2"
"226","EU DISSE QUE TRABALHAVA ATÉ TARDE.","0","3"
"227","E NÃO É A PRIMEIRA VEZ QUE ELE TENTA ALGO... NÃO QUERO ENTRAR EM DETALHES","-1","2"
"228","VOU FICAR TORCENDO PRA ELE FICAR BEM LONGE DE MIM..... ATÉ PORQUE ELE NÃO É NADA BONITO.","-1","3"
"229","Bom, antes de tudo devo deixar expresso aqui que ela quem me mandou o e-mail abaixo, contando detalhe por detalhe de tudo e eu garanto é 100% verdade.","0","2"
"230","Chegando à fábrica fiz o processo normal, quando estou chegando a minha sala vejo o telefone tocar e quando olho o nome dele surgi no visor , meu coração dispara, atendo e marcamos para nos ver na saída, fico meio tranquila.","1","3"
"231","No horário do almoço, ele me liga e fala que esta com o maior tesão, nossa meu corpo esquenta, como dispara-se algo em mim no som da voz dele,","1","3"
"232","Confirmei e fiquei aguardando a hora.","0","3"
"233","O ônibus interno parou e perguntou se eu iria para Benq, informei que não.","0","3"
"234","Eles foram, eu entrei na sala, ele estava na frente do computador, quando eu coloquei a bolsa e um sacola que estava, numa mesa próxima a dele, ele beijou com um gosto de quero mais, nos começamos as preliminares ali.","1","3"
"235","Saímos da fabrica, e fomos ao lugar próximo com poucas estrelas, mas viável, chegando no quarto um stand não era muito bonito, mas como já estávamos um com vontade do outro começamos, mas eu pedi, para me limpar, porque eu manuseio peças com óleo, graxa, etc.","0","2"
"236","Eu me sinto muito suja, então eu entrei molhei o meu corpo, passei a mão no sabonete que estava na minha mesa, porque eu havia comprado para conhecer a mãe dele.","0","2"
"237","Estou aqui para compartilhar minha triste vida, mais especificamente minha triste vida como viciado em cocaína.","-1","3"
"238","Já são mais de 5 anos que sofro deste mal, perdi muito e venho perdendo cada dia mais, hoje foi um daqueles dias em que pensei em suicídio, mas novamente decidi continuar tentando.","-1","3"
"239","Sou sozinho apesar de ser casado, mas há tempo que este casamento não passa de um papel assinado, o amor se foi juntamente com o respeito e a confiança, tudo o que sobrou foi o comodismo, a tristeza e a falta de esperança por falta da minha esposa.","-1","3"
"240","Já fiz e sofri coisas que me fazem sentir um lixo, passei por situações que não se pode desejar nem ao seu pior inimigo, hoje não vou dar detalhes, mas com o decorrer do tempo falarei sobre isso.","-1","3"
"241","Estou só, minha esposa passou o dia fora e disse estar na casa de sua mãe, digo que ela disse pois temo estar sendo traído há algum tempo.","-1","3"
"242","já magoei minha esposa de tantas formas, que sequer tenho coragem de ligar para ela, mesmo achando que pode estar em um motel com alguém.","-1","3"
"243","Não tenho coragem de cobrar fidelidade e isso para um homem é a maior das vergonhas, não sou homem, não sou gente, não sou nada com as drogas.","-1","3"
"244","Estou aqui, sentindo o gosto da droga que ainda escorre goela a dentro descendo do meu nariz, estou depressivo, beirando ao desespero e com uma tristeza imensa.","-1","3"
"245","Sei que a tristeza excessiva é devido aos efeitos da droga, sei que essa tristeza química vai passar, mas a tristeza real pela vida que levo, esta me acompanha todos os dias.","-1","3"
"246","Não sei o que dizer, não sei o que fazer, estou perdido, pedi ajuda até mesmo ao meu cachorro em uma esperança psicótica de que ele responderia, ou faria algo mágico.","-1","3"
"247","Só não tenho ninguém a quem recorrer, não tenho mãe e nem família por culpa dos desentendimentos que tive com minha mãe que sempre foi violenta e doente.","-1","3"
"248","Sempre perdeu o controle e usou de maldade demoníaca nas surras que me dava.","-1","3"
"249","Meu pai, nunca foi uma figura paterna de verdade, ofuscado pela força da minha mãe.","-1","3"
"250","Minha irmã, não tenho nada com ela, nem existe para mim, meu irmão, tenho dó, mas ele vive bem apesar de tudo.","-1","3"
"251","É meia noite agora, vou assistir alguma minissérie, iludir-me com a esperança dos finais felizes que sempre existem nela, e esperar que um dia tenho um final feliz só meu.","-1","2"
"252","Agora já é 00:03, estou deprimido, sozinho e incerto de meu futuro.","-1","3"
"253","Mas sigo lutando, luto desde o dia em que desisti de me matar jogando-me da laje sobre um bambu as duas e tantas da madrugada de uma noite estrelada.","1","2"
"254","Bem, esse é meu primeiro texto então vou me apresentar, meu nome é Kevin, moro em PE.","0","3"
"255","Desde ontem a noite, minha mãe nem olha na minha cara e nem fala comigo.","-1","3"
"256","Hoje acordei e ela nem se quer me olhou.","-1","3"
"257","Ela tem mania de me falar as coisas e depois dizer na minha cara, que não falou nada daquilo.","-1","2"
"258","Tipo, semana passada eu fiz o cabelo dela, pois eu faço curso de cabeleireiro, então tenho que treinar, mas claro que uma escova e chapinha, sei fazer perfeitamente.","0","3"
"259","Então fiz o cabelo dela, fiz uma escova pra fora, pra combinar com o corte, aí ela veio dizendo que estava horrível e mandou eu refazer tudo de novo, mas pra dentro.","-1","3"
"260","Quando foi semana passada, ela pediu pra eu fazer o cabelo dela novamente, ai eu fiz, pra fora e tal.","0","3"
"261","Aí ela veio dizendo que estava horrível, que eu não sabia fazer nada direito, que meu curso não vale de nada e que as outras pessoas fazem melhor que eu.","-1","3"
"262","quilo me magoou poxa, imagina, magoaria qualquer pessoa, não é mesmo?","-1","3"
"263","Aí quando foi hoje, estávamos na sala eu, minha mãe e meu pai, ai minha mãe disse que eu nunca fazia nada pra ela, nunca estava com boa vontade pra dar opiniões sobre o cabelo dela e tal.","-1","3"
"264","Ai contei pro meu pai, o que ela tinha me dito naquele dia, ela falou que é mentira, que eu sou mentirosa e ela não disse nada daquilo.","-1","3"
"265","Cara, na boa, isso me deixa furiosa com ela.","-1","3"
"266","Pra quê ela mente desse jeito?","-1","2"
"267","E não foi a primeira vez, ela sempre mente.","-1","3"
"268","Ela me fala coisas e depois diz que não falou, me chama de mentirosa.","-1","3"
"269","Eu gosto muito dela e sei que ela me ama.","1","3"
"270","Minha vó faleceu, eu não estou conseguindo lidar com essa situação.","-1","3"
"271","Tenho medo de cair em depressão novamente, meu coração tá com um vazio imenso, tento fazer de tudo pra ocupar minha cabeça, passar meu tempo e nada me consola, nada me faz tirar a imagem do último suspiro dela da minha cabeça.","-1","3"
"272","Eu te Amo vó, continue a cuidar de mim de onde estiver, obrigada pela vó maravilhosa que foi comigo, por cada gesto de carinho e sorriso.","1","3"
"273","Você foi, é, e sempre será minha guerreira, a senhora não perdeu pro câncer, mas o câncer perdeu pra ti minha guerreira.","1","3"
"274","A senhora ainda brincava, fazia a gente sorrir e sempre que alguém dizia, como vai dona Maria?","1","3"
"275","A senhora sempre respondia, vou bem graças a Deus, que mulher guerreira que fostes vó, te amo tanto.","1","3"
"276","Que dor imensa é essa saudade, todos os dias quando acordo pego o telefone querendo ligar pra saber como a senhora está, acho que ainda não consegui discernir tudo isso.","-1","3"
"277","Eu te Amo e cada gesto seu vai ficar aqui dentro do meu coração pra lembrar do teu amor por nós, eu te amo.","1","3"
"278","Vou sentir sua falta és um pedaço de mim que fará muita falta.","-1","3"
"279","Por que eu me sinto tão mal e negativa?","-1","3"
"280","Fui no médico e ele disse que todas essas dores q eu to sentindo são causadas por nervosismo, e como eu vou ficar calma?","-1","3"
"281","Nem tudo deu tão errado como tá dando agora, mas eu AINDA acredito que esse ano vai ser bom.","1","2"
"282","Meu, eu choro as vezes sem perceber e mordo a boca pra não desabar na frente de alguma pessoa.","-1","3"
"284","Ouvir lixo do meu pai e ver minha mãe propondo coisas ridículas me fazem ficar pior, mais nervosa.","-1","3"
"285","Mais dor inútil, nenhuma dor que me ajude crescer ou amadurecer.","-1","3"
"286","Eu só quero minha vida de volta e só quero que isso tudo acabe.","-1","3"
"287","Minha imunidade já não suporta.","-1","3"
"288"," Fui pra academia direitinho hoje, como o prometido.","0","2"
"289","Tava cheio hoje e isso é um saco, demora mais.","-1","3"
"290","Conheci uma menina nova lá, acho que vamos ser amigas.","1","3"
"291","Só que aconteceu uma coisa engraçada, aliás desde o primeiro dia.","1","2"
"292","É meu instrutor, tipo ele fica direto babando meu ovo cara, desde que chego até ir embora.","0","3"
"293","Nas outras duas vezes também foi assim, só que agora tá demais.","0","2"
"294","E eu sou uma pessoa que não percebo quando alguém tem interesses por mim, só que nesse caso eu tô desconfiada disso.","0","3"
"295","Hoje cheguei lá era umas 7 horas, ele veio sorridente disse as coisas que tinha que fazer, e de aparelho em aparelho ele vinha e me falava alguma coisa.","0","3"
"296","No ultimo aparelho ele ficou do meu lado e eu disse que tava cansada, aí ele disse: ""Se você quiser pode ficar ai, até 10 da noite, que a gente fecha a academia.","0","2"
"297","Na hora que fui embora ele me deu um bombom, serenata de amor.","1","2"
"298"," Pior que só tem ele lá no horário que vou, e eu fico sem graça com isso né?","-1","3"
"299","Mas, nem dei chega pra lá nele não, até mesmo porque ele nem pediu nada pra mim, só me tratou dessa forma, puxando meu saco.","0","2"
"300","Vou jantar, ficar com o menino mais lindo do mundo.","1","3"
"301","Bom hoje eu e minhas amigas tivemos a ideia de fazer o Jogo da Caneta.","0","3"
"302","Talvez do jeito que eu e minhas amigas fazemos esteja errado porém parece ser real.","0","3"
"303","Bom eu me chamo Daniele Felix Tenho 15 anos e não tenho com quem desabafar então escolhi aqui.","-1","2"
"304","Eu estou chateada com tudo que esta acontecendo comigo.","-1","3"
"305","A uns meses atrás eu reencontrei um amigo então ele começou a me dar ideia e eu fui acreditando ele falo tanta coisas linda.","0","2"
"306","Eu fiquei muito triste porque eu gostava muito dele e estava disposta ai fazer tudo por ele ai as lagrimas cairam sem controle então eu contei tudo pra minha amiga ela esta me ajudando muito.","-1","2"
"307","Mas ele me deixou como segunda opção.","-1","2"
"308","Fui a um churrasco na casa de um amigo, e a conheci, Carol o nome dela, depois descobri que era Jessica mas tudo bem.","0","2"
"309","Fiquei com ela e nisso fomos para um motel, nesse dia brinquei com ela dizendo que ela iria se apaixonar por mim.","1","3"
"310","Confesso que gostei muito de ficar com ela, foi muito bom, mas sai fora achei que ela não iria querer me ver outras vezes.","1","2"
"311","Depois de algum tempo acabamos nos vendo e ficamos mais vezes.","1","2"
"312","Mas há algo nela que min incomodava muito, seu modo de ver a vida, era vulgar, pensava apenas em festas, sair beber, curtir, como se isso estivesse em primeiro lugar nos objetivos dela.","-1","3"
